id;cat;pages;Incipit principal ou premier;incipit français;article et notes sur les sources;auteur de la musique IDENTIFIANT Nathalie : remplacer directement par l'id de Directus OK;auteur de la musique LABEL;lieux concernés Nathalie : vérifier la correspondance avec le thésaurus;TITRES propres. Anne: OK orthographe normalisée;´MOTS-CLEFS. Anne: OK;genre poétique;genre mus. Anne: OK;auteur texte IDENTIFIANT Nathalie : normalisation avec Directus OK;auteur texte LABEL ;Notes éditoriales. (à ne pas exporter dans la TEI). Revues  ANNE  : OK NATH: EST-CE QUE TOUTES LES NOTES FIGURENT ICI OU CERTAINES DIRECTEMENT DANS LA TEI ?;Articles liés ajouter les commentaires qui manquent (là où figurent des id);notes sur la musique (tonalité, chiffre de mesure, nbre de mesures, forme). Anne: OK;Tonalité. Anne: OK;forme musicale. Anne: OK;Formes poétiques (fixes) ou description formelle;code incipit musical. Anne: OK;Interprète [de la pièce musicale] Nath : vérifier concordance avec Opentheso;effectif musical;Notes effectifs musicaux;personnes mentionnées (Nath : vérifier concordance et indexation avec Personnes;Numéros de catalogue d'auteur ou Concordances poétiques. Anne: OK;Numéros de catalogue d'auteur ou concordances musicales. Anne: OK;autres sources Vérification par Anne et Nathalie;Institutions mentionnées ;Corporations mentionnées ;Œuvres citées
1703-09_079;1703.09.01;79-80;VOUS DONT LE CIEL PAIE UNE ARDEUR SINCÈRE;Vous dont le ciel paie une ardeur sincère;"air gravé inséré entre les pages 78 et 79 « Les paroles suivantes ont esté faites, & mises en Air par Mr l'Abbé de Poissy. Il n'est pas necessaire de vous dire qu'elles sont sur la naissance de Monsieur le Duc de Chartres, il seroit difficile de se méprendre en les lisant. AIR NOUVEAU. Vous dont le Ciel paye une ardeur sincere, Digne fruit d'un Hymen heureux, Prince, vous couronnez nos voeux. Vivant portrait d'une charmante mere, Si vous suivez les pas de vôtre auguste pere, Vous ferez dire un jour, Qu'en vous on a trouvé Mars ; Minerve, & l'Amour. »";380977c9-c179-4622-af90-5536928619da;POISSY, abbé de;;AIR NOUVEAU;célébration d'une naissance princière ;poésie de circonstance;air;380977c9-c179-4622-af90-5536928619da;POISSY, abbé de;;;Ut Majeur, 3, 23 mesures, forme continue.;"Ut Majeur ;";continue;;131 543 425 3;;sol2/bc;;CHARTRES, Louis IV d'Orléans [1703-1752], duc de ORLÉANS, Philippe II [1674-1723], duc d' ORLÉANS, Marie-Françoise de Bourbon [1677-1749], duchesse d';;;;;;
1679-07_335;1679.07.09;335;DUE LABRA DI ROSE;Due labra di rose;"air gravé inséré entre les pages 334 et 335 « Comme vous m´avez témoigné que les Airs Italiens vous plaisent, je vous en envoye un qui est fort au goust des Connoisseurs. Il est du dernier Opéra que la Reyne de Suede a fait représenter à Rome. AIR ITALIEN. Due labra di rose Fan guerra al mio core, E provido amore Dolcezze vi pose. S'auvien che ridano, Fuggi, cor ; che piu s'aspetta ? In quel labro ogni riso Ahi, che saetta ! »";"bd8f8e31-f209-4f1e-b0fb-312e2d6c2cf4 ; 17052650-f477-4f62-8675-3dd5b448bda4 [attr. erronée]";"Chabanceau de La Barre, Joseph (1633-1678) ; Rossi, Luigi (1598-1653)[attr. erronée]";ROME;AIR ITALIEN;"actualité musicale ; auctorialité ; opéra italien";madrigal;air italien;4aded38f-fdf8-46bd-8520-c0c9894424a5;non identifié;L'attribution usuelle, ici sous-entendue, à Luigi Rossi, est erronée. Une note de Christophe Ballard dans son « Recueil d'airs sérieux et à boire de différents auteurs pour l'année 1701 » (Paris, Christophe Ballard, 1701, août, p. [2]) attribue sans ambiguité cet air (qui figure à la p. 156) à La Barre.;;Sib Majeur, 6/8, 49 mesures, forme binaire;Sib Majeur,;binaire;;5,11E+12;;ut1,ut1/bc;;CHRISTINE DE SUÈDE [1626-1689];;;;;;
1678-09_103;1678.09.04;103;AMIS PUISQUE BACCHUS NOUS ASSEMBLE EN CE JOUR;Amis puisque Bacchus nous assemble en ce jour;"air imprimé inséré entre les pages 102 et 103 « L´Air qui suit est de la composition de Mr Merieux. Voicy les Paroles. AIR NOUVEAU. Amis, puis que Bacchus nous assemble en ce jour, Chassons l'amoureuse folie. Beuvons, c'est le moyen de passer nostre vie, Sans estre assujettis aux rigueurs de l'Amour, Un bon Beuveur ne doit pas craindre Le foible pouvoir de ce Dieu ; Plus l'Amour allume son feu, Plus il doit boire pour l'éteindre. »";b43f933e-7671-42fa-af3e-a661a4b011aa;MERIEUX, Mr;;"AIR NOUVEAU ; RECIT DE BASSE";;épigramme;"récit de basse ; air à boire";4aded38f-fdf8-46bd-8520-c0c9894424a5;non identifié;L'année suivante, cet air sert à la démonstration d'une nouvelle notation musicale en chiffres proposée par Mr Chaudel (cf. 1679-03e_276).;X;sol mineur, ¢, 33 mesures, forme binaire;"sol mineur ;";binaire;;11 512 321 517 15;;fa4;;CLAUDEL, Mr;;;;;;
1719-09_187;1719.09.02;187;Le jus de la tonne;Le jus de la tonne;"air gravé inséré entre les pages 186 et 187. « Nous donnâmes l'année derniere dans le Mercure de Septembre 1718, un Menuet de Mademoiselle Antier qui est devenu par la suite un Vaudeville ; ce qui est la marque la plus certaine qu'un air plaît. Voici aujourd'huy deux autres Menuets faits pour la fête d'Auteüil par la même Demoiselle. On me sçaura peut-tre [sic] gré de parler en peu de mots de l'établissement de cette fête, qui suivant toutes les apparences, continuera tous les ans. Mademoiselle Antier, fameuse Actrice de l'Opera, a une Maison de campagne à Auteüil sur le bord de la Seine. Il y a trois ans que le sieur Marcel, celebre Danseur de la même Academie, s'avisa de donner le jour de la N. D. D'Aoust à cette Actrice un Bal dont elle fut la Reine, & lui le Roi. Il s'y trouva beaucoup de Masques qui y vinrent en carosses, & qui s'en retournerent trés-contens. L'année suivante, M. le Prince de Conti ordonna au sieur Thevenard, premier Acteur de l'Opera, de continuer le même Bal & d'en être le Roi avec la même Demoiselle. Il y eut une affluence prodigieuse de Masques de toutes sortes de conditions, un concert d'instrumens de Musique dans des bateaux sur la Riviere, & un feu d'artifice, avec des lampions sur tous les arbres de la Prairie : Cette fête fut des plus galantes & dura jusqu'au lendemain. Ce fut M. le Prince de Conti qui fournit à toutes les dépenses de ce second Bal. La même fête s'est renouvellée cette année aux frais des sieurs Thevenard & Marcel ; Mademoiselle Antier ayant encore été la Reine avec ce dernier. [suit le texte du premier air] CHANSON. Second Menuet. Le jus de la Tonne Commence en vain à troubler ma raison : Elle m'abandonne ; L'Amour tient toûjours bon. A ses charmes Bachus rend les armes : Non, ce fatal vainqueur Ne peut sortir de mon coeur. »";0c0ff531-fa5f-49eb-ba87-2a6bf2bfcd8c;Antier, Marie (1687-1747);AUTEUIL;"CHANSON ; Menuet : vaudeville ;";"bal ; masques ; fête galante  ; sociabilité musicale";;"air ; menuet vocal";4aded38f-fdf8-46bd-8520-c0c9894424a5;non identifié;Cet air et le précédent (cf. 1719-09_185) sont introduits par le même commentaire.;x;ré mineur, 3, 16 mesures, forme binaire.;"ré mineur ;";binaire;;1 234 571 234 323 230;;sol1;;CONTI, Louis-Armand de Bourbon [1695-1727], prince de MARCEL, François-Robert [1683-1759] THÉVENARD, Gabriel-Vincent [1669-1741];;;;;;
1710-01_299;1710.01.01;299-300;FIERS AQUILONS QUITTEZ NOS PLAINES;Fiers Aquilons quittez nos plaines;"air gravé inséré entre les pages 300 et 301 « Je crois pouvoir placer une Chanson aprés l'Eloge d'un homme qui en a fait de si belles [Thomas Corneille] ; elle est du Solitaire du Bois du Val-Dieu. AIR NOUVEAU. Fiers Aquilons, quittez nos Plaines, Laissez regner un vent plus doux. Poëtes (1), faites couler vos veines ; Broüillards épais dissipez-vous. Charmans Hostes de ces Bocages, Oiseaux, reprenez vos ramages : Plus belle que l'Astre du jour Philis revient faire icy son sejour. » (1) « Favoris d'Apollon » dans la source musicale.";4aded38f-fdf8-46bd-8520-c0c9894424a5;non identifié;;AIR NOUVEAU;printemps;poésie de saison;air;7e4f0bd0-e1da-4e59-954b-2be6c01b65e3;SOLITAIRE DU BOIS DU VAL-DIEU;;;Ut Majeur, ¢, 23 mesures, forme binaire.;"Ut Majeur ;";binaire;;11563 432155 1;;fa3;;CORNEILLE, Thomas [1625-1709];;;;;;
1700-04_141;1700.04.01;141-144;Un objet plein d'appas qui paraît en ces lieux;Un objet plein d'appas qui paraît en ces lieux;"air gravé inséré entre les pages 142 et 143 « Je ne doute point que vous ne soyez contente de l'Air nouveau que vous trouverez icy gravé. AIR NOUVEAU. Un objet plein d'appas qui paroist en ces lieux, Charme de toutes parts, & les coeurs & les yeux, Venus ne fut jamais si belle. L'Amour à ces (1) beaux yeux allume son flambeau, Chacun court admirer cette beauté nouvelle, Et moy je cours au vin nouveau ; Il est aussi charmant, & moins dangereux qu'elle. Ces paroles sont de Mr le Marquis de Morfontaine, & ont esté faites pour Mademoiselle Coulon avant son mariage. L'Air est de la Composition de Mr Marchand, Organiste de Saint Benoist, des Cordeliers, & des Jesuites. » (1) « ses » dans la source musicale.";1214d94e-0f25-4ad8-bd9e-494e93d5b628;MARCHAND, Louis [1669-1732];;;"sociabilité musicale;";;air à boire;a9596ee0-4bbc-4862-93d2-7ead390c0a39;MORFONTAINE, marquis de;;;Sib Majeur, 3, 2 et ¢ en alternance, 51 mesures, forme binaire.;Sib Majeur,;binaire;;15112331453;;ut1,fa3/bc;La basse vocale et la basse continue sont notées sur la même portée.;COULON, Mlle;"RASB 1699-12 p. 225 ;";"RASB 1699-12 p. 225 (légères variantes rythmiques. La partie de dessus y est notée en sol2) ;";;;;
1705-04_432;1705.04.02;432-433;VENEZ PETITS OISEAUX SOUS CES CHARMANTS OMBRAGES;Venez petits oiseaux sous ces charmants ombrages;"air gravé inséré entre les pages 432 et 433 « Les paroles que je vous envoye sont de Mlle des Houlieres. Vous sçavez qu'elle a herité du talent merveilleux que sa mere avoit pour la Poësie, que cette Demlle a infiniment d'esprit, & qu'elle n'est pas moins estimée par son bon coeur que par les beaux talens qu'elle possede. Les paroles ont esté mises en air par Mr de la Tour, il y a long-temps que sa reputation vous est connuë ; ainsi rien ne doit manquer à l'air & aux paroles que je vous envoye. AIR NOUVEAU. Venez petits Oiseaux sous ces charmans ombrages De mon Iris annoncer le retour. Venez celebrer un amour, A qui le temps ne peut faire d'outrages. Pour rendre mon bonheur plus doux, Quand vous aurez admiré cette Belle, (1) Partez, volez, separez-vous, A mes jaloux (2), portez-en la nouvelle. » (1) La source musicale comporte après ce vers un vers supplémentaire : « Agreables témoins de nôtre ardeur fidelle, ». (2) La source musicale ajoute ici « rivaux ».";d6c3a737-80e4-4c5f-91bd-c1a4d6beca66;La Tour, M. de (fl. 1678-1720);;AIR NOUVEAU;;;air;6c50b4a2-cf36-481f-904d-b09c548d4bbc;Deshoulières, Antoinette du Ligier de La Garde (1638-1694), dite Mme;;;Ut Majeur, 3/2 puis 3, 27 mesures, forme binaire.;"Ut Majeur ;";binaire;;1 512 343 217;;ut1/bc;;DESHOULIÈRES, Antoinette du Ligier de La Garde [1638-1694], dite Mme;;;;;;
1718-08_188;;188-189;QUEL SPECTACLE S'OFFRE À NOS YEUX ?;Quel spectacle s'offre à nos yeux ?;"« Le jour de S. Loüis, Fête de cette Princesse, qui se nomme Louise Adelaide, il y eut une nouvelle illumination avec un second feu d’Artifice sur le grand Canal où le premier avoit été tiré. / A cette occasion, cette Princesse permis à M. l’Abbé Roy, Chanoine de S. Jacques de l’Hopital, âgé de 80 ans, de lui chanter le Couplet suivant. La singularité des paroles & de l’ancien air sur lequel il est fait, nous engage à lui donner place ici. / Quel spectacle s’offre à nos yeux ? / Une Princesse dans ces Lieux, / Renonçant aux Grandeurs humaines, / Vient d’épouser le Roi des Cieux ; / Voilà la plus grande des Reines. /Ah, que son sort est glorieux ! »";4aded38f-fdf8-46bd-8520-c0c9894424a5;non identifié;;AIR;"éloge d'une princesse ; fête de Saint-Louis ";poésie encomiastique;air;4aded38f-fdf8-46bd-8520-c0c9894424a5;non identifié;;;Fa Majeur, 2, 15 mesures, forme continue. ;Fa Majeur;continue;;112 3234 5;;ut1;;"dfcde189-49e2-497c-a6bd-730d906b9553 ; *Abbé Roy (fl. 1718)";;;;;;
1706-08_163;1706.08.01;163-173;Charmante Gabrielle;Charmante Gabrielle Cruelle départie Bel astre je vous quitte Recevez ma couronne Je n'ai pu dans la guerre Le fils de Gabrielle On n'a que trop à craindre Mon aimable maîtresse Au milieu de la Flandre Ma charmante Isabelle Pendant ma longue absence Les échos de ces plaines Fâcheuse récompense Faut-il que j'abandonne Quelle douleur extrême Le tigre et la tigresse Mon coeur est plus à plaindre Assurez-moi ma belle;"air gravé inséré entre les pages 164 et 165 « Rien n'étant plus agréable que la variété, je passe a une matiere bien differente, en vous envoyans divers couplets de Chanson. Le premier a paru du temps d'Henry IV. & meme sous le nom de ce Monarque ; le voicy. Charmante Gabrielle, Percé de mille dards ; Quand la Gloire m'appelle A la suite de Mars ; Cruelle départie ! Malheureux jour ! Que ne suis-je sans vie, Ou sans amour ! Cette Chanson estant devenuë tellement a la mode, qu'on la chante tous les jours dans les plus belles compagnies, Mr Charles a jugé a propos de faire un Air nouveau, sur les memes paroles ; j'ay fait graver l'ancien au dessus du nouveau, & & [sic] je vous les envoye tous deux. Je vous envoye aussi plusieurs couplets qui peuvent estre chantez sur ces deux Airs, & dont les premiers doivent avoir servi de suite aux couplets precedens. Bel astre, je vous quitte, O ! cruel souvenir ! Ma douleur s'en irrite, Vous revoir ou mourir. Cruelle départie, &. Recevez ma Couronne, Le prix de ma valeur. Je la tiens de Bellonne ; Tennez-la de mon coeur. O sort digne d'envie ! Trop heureux jour ! C'est trop peu d'une vie Pour tant d'amour. Je n'ay pû dans la guerre Qu'un Royaume gagner ; Mais sur toute la terre Vos yeux doivent regner. O sort digne d'envie, &c. Vous jugez bien que le couplet qui suit regarde Monsieur de Vendosme. Le Fils de Gabrielle Arrive dans ces lieux ; Une gloire immortelle Le rend égal aux Dieux : Les coeurs sur son passage, Vont aujourd'huy : Que veut-il davantage ? Ils sont à luy. Le couplet que vous allez lire ne regarde plus ce Prince. On n'a que trop à craindre Auprés de vos beaux yeux : Mais bien loin de m'en plaindre, Je veux mourir pour eux. O sort digne d'envie ! Trop heureux jour ! C'est trop peu d'une vie Pour tant d'amour. Les Vers suivans sont encore sur le même Air. Ils ont esté chantez devant la porte de la personne dont il est parlé dans le troisiéme couplet, avec des accompagnemens de flûtes, de hautbois, de violons, de trompetes & de tymbales. ADIEUX D'UN CAVALIER A SA MAÎTRESSE, En partant pour l'Armée. Mon aimable Maîtresse, Il faut quitter ces lieux ; Mon coeur plein de tristesse, Vient faire ses adieux. Cruelle départie ! Malheureux jour ! Que ne suis-je sans vie, Ou sans amour ? Au milieu de la Flandre J'iray verser des pleurs ; Par tout mon coeur trop tendre Va porter ses douleurs. Cruelle départie, &c. Ma charmante Isabelle, Les momens me sont courts ; J'entens Mars qui m'appelle Par le bruit des Tambours. Cruelle départie, &c. Pendant ma longue absence Pense souvent à moy ; Mon coeur dans sa souffrance Ne songera qu'à toy. Cruelle départie, &c. Les Echos de ces plaines, Témoins de mes amours, Sur le bord des fontaines Repeteront toûjours : Cruelle départie, &c. Fâcheuse recompense De ce que je te dois ! Au moment que j'y pense, Mon coeur tremble d'effroy. Cruelle, &c. Faut-il que j'abandonne Ce que j'ay tant aimé, Et quitter pour Bellone, L'objet qui m'a charmé ? Cruelle, &c. Quelle douleur extrême ! Ah ! quelle cruauté ! De dire à ce qu'on aime : Adieu chere beauté ! Cruelle, &c. Le Tigre & la Tigresse, Les Lyons & les Ours, Constans de leur tendresse, Sans craindre aiment toûjours. Cruelle, &c. Mon coeur est plus à plaindre ; En s'éloignant de vous, Il aura tout à craindre De mes rivaux jaloux. Cruelle, &c. Assurez-moy, ma Belle, Dans ce fâcheux moment, Que vostre coeur fidelle Partage mon tourment. Cruelle, &c. Le mot de départie, au lieu de départ, aura sans doute d?abord offensé vos oreilles ; mais il estoit d'usage dans le temps de l'adieu de Henry IV. à la belle Gabrielle, & vous sçavez que tout ce qui est à la mode est toûjours bien. D'ailleurs, quand on a chanté deux ou trois fois ces chansons, l'air en fait tant de plaisir, qu'on s'y accoûtume aisément. Les mots n'ont que les significations qu'on leur veut donner ; & quand on les sçait, & qu'on y est accoûtumé, on n'y trouve rien d'étrange. »";7ea9e588-c04e-4245-9c83-e0da0b8d7d06;Henri IV (1553-1610), roi de France;;[sans titre];"; flûte ; hautbois;violon ;  trompette ; timbales ; parodie ; départ en campagne";;air;7ea9e588-c04e-4245-9c83-e0da0b8d7d06;Henri IV (1553-1610), roi de France;;;Ut Majeur, 3, 23 mesures, forme binaire.;"Ut Majeur ;";binaire;;5 51 65 113 53 1;;ut1;;ESTRÉES, Gabrielle d' [1571-1599] VENDÔME, César de Bourbon [1594-1665], duc de;"RASB 1706-03 p. 46 (musique également anonyme. Six strophes, soit une de plus que dans le MG) ;";"RASB 1706-03 p. 46 (musique également anonyme. Six strophes, soit une de plus que dans le MG. Ajout d’une basse continue. Légères variantes mélodiques et rythmiques à la vois de dessus) ;";;;;
1706-09_168;1706.08.02;163-173;CHARMANTE GABRIELLE;Charmante Gabrielle Bel astre je vous quitte Recevez ma couronne Je n'ai pu dans la guerre Le fils de Gabrielle On n'a que trop à craindre Mon aimable maîtresse Au milieu de la Flandre Ma charmante Isabelle Pendant ma longue absence Les échos de ces plaines Fâcheuse récompense Faut-il que j'abandonne Quelle douleur extrême Le tigre et la tigresse Mon coeur est plus à plaindre Assurez-moi ma belle;"air gravé inséré entre les pages 164 et 165 « Rien n'étant plus agréable que la variété, je passe a une matiere bien differente, en vous envoyans divers couplets de Chanson. Le premier a paru du temps d'Henry IV. & meme sous le nom de ce Monarque ; le voicy. Charmante Gabrielle, Percé de mille dards ; Quand la Gloire m'appelle A la suite de Mars ; Cruelle départie ! Malheureux jour ! Que ne suis-je sans vie, Ou sans amour ! Cette Chanson estant devenuë tellement a la mode, qu'on la chante tous les jours dans les plus belles compagnies, Mr Charles a jugé a propos de faire un Air nouveau, sur les memes paroles ; j'ay fait graver l'ancien au dessus du nouveau, & & [sic] je vous les envoye tous deux. Je vous envoye aussi plusieurs couplets qui peuvent estre chantez sur ces deux Airs, & dont les premiers doivent avoir servi de suite aux couplets precedens. Bel astre, je vous quitte, O ! cruel souvenir ! Ma douleur s'en irrite, Vous revoir ou mourir. Cruelle départie, &. Recevez ma Couronne, Le prix de ma valeur. Je la tiens de Bellonne ; Tennez-la de mon coeur. O sort digne d'envie ! Trop heureux jour ! C'est trop peu d'une vie Pour tant d'amour. Je n'ay pû dans la guerre Qu'un Royaume gagner ; Mais sur toute la terre Vos yeux doivent regner. O sort digne d'envie, &c. Vous jugez bien que le couplet qui suit regarde Monsieur de Vendosme. Le Fils de Gabrielle Arrive dans ces lieux ; Une gloire immortelle Le rend égal aux Dieux : Les coeurs sur son passage, Vont aujourd'huy : Que veut-il davantage ? Ils sont à luy. Le couplet que vous allez lire ne regarde plus ce Prince. On n'a que trop à craindre Auprés de vos beaux yeux : Mais bien loin de m'en plaindre, Je veux mourir pour eux. O sort digne d'envie ! Trop heureux jour ! C'est trop peu d'une vie Pour tant d'amour. Les Vers suivans sont encore sur le même Air. Ils ont esté chantez devant la porte de la personne dont il est parlé dans le troisiéme couplet, avec des accompagnemens de flûtes, de hautbois, de violons, de trompetes & de tymbales. ADIEUX D'UN CAVALIER A SA MAÎTRESSE, En partant pour l'Armée. Mon aimable Maîtresse, Il faut quitter ces lieux ; Mon coeur plein de tristesse, Vient faire ses adieux. Cruelle départie ! Malheureux jour ! Que ne suis-je sans vie, Ou sans amour ? Au milieu de la Flandre J'iray verser des pleurs ; Par tout mon coeur trop tendre Va porter ses douleurs. Cruelle départie, &c. Ma charmante Isabelle, Les momens me sont courts ; J'entens Mars qui m'appelle Par le bruit des Tambours. Cruelle départie, &c. Pendant ma longue absence Pense souvent à moy ; Mon coeur dans sa souffrance Ne songera qu'à toy. Cruelle départie, &c. Les Echos de ces plaines, Témoins de mes amours, Sur le bord des fontaines Repeteront toûjours : Cruelle départie, &c. Fâcheuse recompense De ce que je te dois ! Au moment que j'y pense, Mon coeur tremble d'effroy. Cruelle, &c. Faut-il que j'abandonne Ce que j'ay tant aimé, Et quitter pour Bellone, L'objet qui m'a charmé ? Cruelle, &c. Quelle douleur extrême ! Ah ! quelle cruauté ! De dire à ce qu'on aime : Adieu chere beauté ! Cruelle, &c. Le Tigre & la Tigresse, Les Lyons & les Ours, Constans de leur tendresse, Sans craindre aiment toûjours. Cruelle, &c. Mon coeur est plus à plaindre ; En s'éloignant de vous, Il aura tout à craindre De mes rivaux jaloux. Cruelle, &c. Assurez-moy, ma Belle, Dans ce fâcheux moment, Que vostre coeur fidelle Partage mon tourment. Cruelle, &c. Le mot de départie, au lieu de départ, aura sans doute d'abord offensé vos oreilles ; mais il estoit d'usage dans le temps de l'adieu de Henry IV. à la belle Gabrielle, & vous sçavez que tout ce qui est à la mode est toûjours bien. D'ailleurs, quand on a chanté deux ou trois fois ces chansons, l'air en fait tant de plaisir, qu'on s'y accoûtume aisément. Les mots n'ont que les significations qu'on leur veut donner ; & quand on les sçait, & qu'on y est accoûtumé, on n'y trouve rien d'étrange. »";f379276f-4bf5-483c-b1c1-a58c3c723391;Charles, M. (fl. 1706-1710);;[sans titre];"violon ; flûte ; hautbois;  trompette ; timbales ; départ en campagne";;air;7ea9e588-c04e-4245-9c83-e0da0b8d7d06;Henri IV (1553-1610), roi de France;;;Ut Majeur, 3/2, 26 mesures, forme binaire avec une petite reprise des cinq dernières mesures.;"Ut Majeur ;";binaire;;5 3212 315 1;;sol2,ut1;;ESTRÉES, Gabrielle d' [1571-1599] VENDÔME, César de Bourbon [1594-1665], duc de;;;;;;
